Attaching 4 probes...
Timestamp;Operation;ByteSize;Command;PID
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;2048;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;2048;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;2048;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;2048;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;2048;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;2048;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;2048;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;2048;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;1024;(b-server);2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;832;keydb-server;2507734;
2023-06-15 22:54:54;READ;1;keydb-server;2507734;
2023-06-15 22:54:54;READ;24;keydb-server;2507734;
2023-06-15 22:54:54;READ;8192;keydb-server;2507734;
2023-06-15 22:54:54;READ;8192;keydb-server;2507734;
2023-06-15 22:54:54;READ;8192;keydb-server;2507734;
2023-06-15 22:54:54;READ;4096;keydb-server;2507734;
2023-06-15 22:54:54;READ;8192;keydb-server;2507734;
2023-06-15 22:54:54;READ;8192;keydb-server;2507734;
2023-06-15 22:54:54;READ;8192;keydb-server;2507734;
2023-06-15 22:54:54;READ;8192;keydb-server;2507734;
2023-06-15 22:54:54;READ;8192;keydb-server;2507734;
2023-06-15 22:54:54;READ;8192;keydb-server;2507734;
2023-06-15 22:54:54;READ;8192;keydb-server;2507734;
2023-06-15 22:54:54;READ;8192;keydb-server;2507734;
2023-06-15 22:54:54;READ;8192;keydb-server;2507734;
2023-06-15 22:54:54;READ;8192;keydb-server;2507734;
2023-06-15 22:54:54;READ;8192;keydb-server;2507734;
2023-06-15 22:54:54;READ;8192;keydb-server;2507734;
2023-06-15 22:54:54;READ;8192;keydb-server;2507734;
2023-06-15 22:54:54;READ;8192;keydb-server;2507734;
2023-06-15 22:54:54;READ;8192;keydb-server;2507734;
2023-06-15 22:54:54;READ;8192;keydb-server;2507734;
2023-06-15 22:54:54;WRITE;91;keydb-server;2507735;
2023-06-15 22:54:54;READ;128;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:54;READ;4096;systemd;1;
2023-06-15 22:54:54;READ;4096;systemd;1;
2023-06-15 22:54:54;WRITE;148;rs:main Q:Reg;1092;
2023-06-15 22:54:54;WRITE;130;keydb-server;2507735;
2023-06-15 22:54:54;WRITE;66;keydb-server;2507735;
2023-06-15 22:54:54;READ;64;keydb-server;2507735;
2023-06-15 22:54:54;WRITE;82;keydb-server;2507735;
2023-06-15 22:54:54;WRITE;144;keydb-server;2507735;
2023-06-15 22:54:54;WRITE;92;keydb-server;2507735;
2023-06-15 22:54:54;READ;272;systemd;1;
2023-06-15 22:54:54;READ;4096;systemd;1;
2023-06-15 22:54:54;READ;4096;systemd;1;
2023-06-15 22:54:54;READ;272;systemd;1;
2023-06-15 22:54:54;READ;128;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:54;READ;1024;systemd;1;
2023-06-15 22:54:55;READ;4096;redis-server;1691;
2023-06-15 22:54:55;READ;1;redis-server;1691;
2023-06-15 22:54:55;WRITE;8;gmain;1320246;
2023-06-15 22:54:55;READ;4096;gmain;1320246;
2023-06-15 22:54:55;WRITE;8;gmain;1320246;
2023-06-15 22:54:55;READ;16;gmain;1320246;
2023-06-15 22:54:55;WRITE;8;gmain;2251;
2023-06-15 22:54:55;READ;4096;gmain;2251;
2023-06-15 22:54:55;WRITE;8;gmain;2251;
2023-06-15 22:54:55;READ;16;gmain;2251;
2023-06-15 22:54:55;WRITE;8;gmain;1068;
2023-06-15 22:54:55;READ;4096;gmain;1068;
2023-06-15 22:54:55;WRITE;8;gmain;1068;
2023-06-15 22:54:55;READ;16;gmain;1068;
2023-06-15 22:54:55;READ;4096;redis-server;1691;
2023-06-15 22:54:55;READ;1;redis-server;1691;
2023-06-15 22:54:55;WRITE;8;gmain;1320246;
2023-06-15 22:54:55;READ;4096;gmain;1320246;
2023-06-15 22:54:55;WRITE;8;gmain;1320246;
2023-06-15 22:54:55;WRITE;8;gmain;1320246;
2023-06-15 22:54:55;READ;16;gmain;1320246;
2023-06-15 22:54:55;WRITE;8;gmain;2251;
2023-06-15 22:54:55;READ;4096;gmain;2251;
2023-06-15 22:54:55;WRITE;8;gmain;2251;
2023-06-15 22:54:55;WRITE;8;gmain;2251;
2023-06-15 22:54:55;READ;16;gmain;2251;
2023-06-15 22:54:55;WRITE;8;gmain;1068;
2023-06-15 22:54:55;READ;4096;gmain;1068;
2023-06-15 22:54:55;WRITE;8;gmain;1068;
2023-06-15 22:54:55;WRITE;8;gmain;1068;
2023-06-15 22:54:55;READ;16;gmain;1068;
2023-06-15 22:54:55;READ;128;bash;2507697;
2023-06-15 22:54:55;READ;832;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;832;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;832;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;832;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;832;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;832;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;1024;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;1024;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;1024;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;1024;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;99;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;1024;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;1024;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;1024;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;1024;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;1024;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;1024;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;1024;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;1024;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;1024;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;1024;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;1024;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;8192;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;8192;nvidia-smi;2507736;
2023-06-15 22:54:55;WRITE;23;nvidia-smi;2507736;
2023-06-15 22:54:55;WRITE;7;nvidia-smi;2507736;
2023-06-15 22:54:55;WRITE;3;nvidia-smi;2507736;
2023-06-15 22:54:55;WRITE;4;nvidia-smi;2507736;
2023-06-15 22:54:55;WRITE;6;nvidia-smi;2507736;
2023-06-15 22:54:55;WRITE;1;nvidia-smi;2507736;
2023-06-15 22:54:55;READ;128;bash;2507697;
2023-06-15 22:54:55;READ;128;bash;2507697;
2023-06-15 22:54:55;READ;832;date;2507738;
2023-06-15 22:54:55;READ;8192;date;2507738;
2023-06-15 22:54:55;READ;8192;date;2507738;
2023-06-15 22:54:55;READ;8192;date;2507738;
2023-06-15 22:54:55;READ;8192;date;2507738;
2023-06-15 22:54:55;WRITE;20;date;2507738;
2023-06-15 22:54:55;READ;128;bash;2507697;
2023-06-15 22:54:55;READ;128;bash;2507697;
2023-06-15 22:54:55;WRITE;44;bash;2507740;
2023-06-15 22:54:55;READ;832;awk;2507741;
2023-06-15 22:54:55;READ;832;awk;2507741;
2023-06-15 22:54:55;READ;832;awk;2507741;
2023-06-15 22:54:55;READ;832;awk;2507741;
2023-06-15 22:54:55;READ;832;awk;2507741;
2023-06-15 22:54:55;READ;832;awk;2507741;
2023-06-15 22:54:55;READ;832;awk;2507741;
2023-06-15 22:54:55;READ;832;awk;2507741;
2023-06-15 22:54:55;READ;8192;awk;2507741;
2023-06-15 22:54:55;READ;8192;awk;2507741;
2023-06-15 22:54:55;READ;8192;awk;2507741;
2023-06-15 22:54:55;READ;16384;awk;2507741;
2023-06-15 22:54:55;READ;12336;awk;2507741;
2023-06-15 22:54:55;READ;9156;awk;2507741;
2023-06-15 22:54:55;READ;4096;awk;2507741;
2023-06-15 22:54:55;READ;4096;awk;2507741;
2023-06-15 22:54:55;WRITE;7;awk;2507741;
2023-06-15 22:54:55;READ;128;bash;2507697;
2023-06-15 22:54:55;READ;128;bash;2507697;
2023-06-15 22:54:55;WRITE;44;bash;2507743;
2023-06-15 22:54:55;READ;832;awk;2507744;
2023-06-15 22:54:55;READ;832;awk;2507744;
2023-06-15 22:54:55;READ;832;awk;2507744;
2023-06-15 22:54:55;READ;832;awk;2507744;
2023-06-15 22:54:55;READ;832;awk;2507744;
2023-06-15 22:54:55;READ;832;awk;2507744;
2023-06-15 22:54:55;READ;832;awk;2507744;
2023-06-15 22:54:55;READ;832;awk;2507744;
2023-06-15 22:54:55;READ;8192;awk;2507744;
2023-06-15 22:54:55;READ;8192;awk;2507744;
2023-06-15 22:54:55;READ;8192;awk;2507744;
2023-06-15 22:54:55;READ;16384;awk;2507744;
2023-06-15 22:54:55;READ;12336;awk;2507744;
2023-06-15 22:54:55;READ;9156;awk;2507744;
2023-06-15 22:54:55;READ;4096;awk;2507744;
2023-06-15 22:54:55;READ;4096;awk;2507744;
2023-06-15 22:54:55;WRITE;3;awk;2507744;
2023-06-15 22:54:55;READ;128;bash;2507697;
2023-06-15 22:54:55;READ;128;bash;2507697;
2023-06-15 22:54:55;WRITE;44;bash;2507746;
2023-06-15 22:54:55;READ;832;awk;2507747;
2023-06-15 22:54:55;READ;832;awk;2507747;
2023-06-15 22:54:55;READ;832;awk;2507747;
2023-06-15 22:54:55;READ;832;awk;2507747;
2023-06-15 22:54:55;READ;832;awk;2507747;
2023-06-15 22:54:55;READ;832;awk;2507747;
2023-06-15 22:54:55;READ;832;awk;2507747;
2023-06-15 22:54:55;READ;832;awk;2507747;
2023-06-15 22:54:55;READ;8192;awk;2507747;
2023-06-15 22:54:55;READ;8192;awk;2507747;
2023-06-15 22:54:55;READ;8192;awk;2507747;
2023-06-15 22:54:55;READ;16384;awk;2507747;
2023-06-15 22:54:55;READ;12336;awk;2507747;
2023-06-15 22:54:55;READ;9156;awk;2507747;
2023-06-15 22:54:55;READ;4096;awk;2507747;
2023-06-15 22:54:55;READ;4096;awk;2507747;
2023-06-15 22:54:55;WRITE;4;awk;2507747;
2023-06-15 22:54:55;READ;128;bash;2507697;
2023-06-15 22:54:55;READ;128;bash;2507697;
2023-06-15 22:54:55;WRITE;44;bash;2507749;
2023-06-15 22:54:55;READ;832;awk;2507750;
2023-06-15 22:54:55;READ;832;awk;2507750;
2023-06-15 22:54:55;READ;832;awk;2507750;
2023-06-15 22:54:55;READ;832;awk;2507750;
2023-06-15 22:54:55;READ;832;awk;2507750;
2023-06-15 22:54:55;READ;832;awk;2507750;
2023-06-15 22:54:55;READ;832;awk;2507750;
2023-06-15 22:54:55;READ;832;awk;2507750;
2023-06-15 22:54:55;READ;8192;awk;2507750;
2023-06-15 22:54:55;READ;8192;awk;2507750;
2023-06-15 22:54:55;READ;8192;awk;2507750;
2023-06-15 22:54:55;READ;16384;awk;2507750;
2023-06-15 22:54:55;READ;12336;awk;2507750;
2023-06-15 22:54:55;READ;9156;awk;2507750;
2023-06-15 22:54:55;READ;4096;awk;2507750;
2023-06-15 22:54:55;READ;4096;awk;2507750;
2023-06-15 22:54:55;WRITE;6;awk;2507750;
2023-06-15 22:54:55;READ;128;bash;2507697;
2023-06-15 22:54:55;WRITE;40;bash;2507697;
2023-06-15 22:54:55;READ;832;sleep;2507751;
2023-06-15 22:54:55;READ;8192;sleep;2507751;
2023-06-15 22:54:55;READ;8192;sleep;2507751;
2023-06-15 22:54:55;READ;4096;redis-server;1691;
2023-06-15 22:54:55;READ;1;redis-server;1691;
2023-06-15 22:54:55;WRITE;8;pool-gsd-xsetti;3003;
2023-06-15 22:54:55;READ;16;gsd-xsettings;3003;
2023-06-15 22:54:55;READ;4096;redis-server;1691;
2023-06-15 22:54:55;READ;1;redis-server;1691;
2023-06-15 22:54:55;READ;8;systemd-journal;507;
2023-06-15 22:54:55;READ;4096;redis-server;1691;
2023-06-15 22:54:55;READ;1;redis-server;1691;
2023-06-15 22:54:55;READ;4096;redis-server;1691;
